"","full_name","State","Party","chamber","service_period","congress","committee_type","committee_name","committee_period","start_date","end_date","parliament_path","chamber_path","member_number","committee_number","committee_path","member_path","observation_number"
"116","Wilson, Earl","IN","Republican","House",1,80,"Standing","172","Only",1947-01-14,1948-06-19,"/parliament-80","/parliament-80/chamber-1",6,24,"/parliament-80/chamber-1/committee-24","/parliament-80/chamber-1/committee-24.member-6",116
"117","Rizley, Ross","OK","Republican","House",0,80,"Standing","176","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",6,26,"/parliament-80/chamber-1/committee-26","/parliament-80/chamber-1/committee-26.member-6",117
"118","Wood, John S.","GA","Democratic","House",2,80,"Standing","188","Only",1947-01-16,1949-01-03,"/parliament-80","/parliament-80/chamber-1",6,32,"/parliament-80/chamber-1/committee-32","/parliament-80/chamber-1/committee-32.member-6",118
"119","Crow, William J.","PA","Republican","House",0,80,"Standing","192","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",6,33,"/parliament-80/chamber-1/committee-33","/parliament-80/chamber-1/committee-33.member-6",119
"120","Simpson, Richard M.","PA","Republican","House",0,80,"Standing","196","Only",1947-01-07,1949-01-03,"/parliament-80","/parliament-80/chamber-1",6,34,"/parliament-80/chamber-1/committee-34","/parliament-80/chamber-1/committee-34.member-6",120
"121","Hall, Edwin Arthur","NY","Republican","House",0,80,"Standing","102","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,1,"/parliament-80/chamber-1/committee-1","/parliament-80/chamber-1/committee-1.member-7",121
"122","Case, Francis H.","SD","Republican","House",0,80,"Standing","104","Only",1947-01-07,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,2,"/parliament-80/chamber-1/committee-2","/parliament-80/chamber-1/committee-2.member-7",122
"123","Bates, George J.","NJ","Republican","House",0,80,"Standing","106","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,3,"/parliament-80/chamber-1/committee-3","/parliament-80/chamber-1/committee-3.member-7",123
"124","McMillen, Rolla C.","IL","Republican","House",0,80,"Standing","111","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,4,"/parliament-80/chamber-1/committee-4","/parliament-80/chamber-1/committee-4.member-7",124
"125","Miller, Arthur L.","NE","Republican","House",0,80,"Standing","120","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,8,"/parliament-80/chamber-1/committee-8","/parliament-80/chamber-1/committee-8.member-7",125
"126","Gwinn, Ralph W.","NY","Republican","House",0,80,"Standing","124","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,9,"/parliament-80/chamber-1/committee-9","/parliament-80/chamber-1/committee-9.member-7",126
"127","Harness, Forest A.","IN","Republican","House",0,80,"Standing","126","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,10,"/parliament-80/chamber-1/committee-10","/parliament-80/chamber-1/committee-10.member-7",127
"128","Gerlach, Charles L.","PA","Republican","House",0,80,"Standing","132","Only",1947-01-14,1947-05-05,"/parliament-80","/parliament-80/chamber-1",7,12,"/parliament-80/chamber-1/committee-12","/parliament-80/chamber-1/committee-12.member-7",128
"129","Cole, William C.","MO","Republican","House",1,80,"Standing","142","1st",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,15,"/parliament-80/chamber-1/committee-15","/parliament-80/chamber-1/committee-15.member-7",129
"130","Hale, Robert","PA","Republican","House",0,80,"Standing","152","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,19,"/parliament-80/chamber-1/committee-19","/parliament-80/chamber-1/committee-19.member-7",130
"131","Fellows, Frank","IN","Republican","House",0,80,"Standing","156","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,20,"/parliament-80/chamber-1/committee-20","/parliament-80/chamber-1/committee-20.member-7",131
"132","Maloney, Franklin J.","PA","Republican","House",0,80,"Standing","160","Only",1947-01-14,1947-07-15,"/parliament-80","/parliament-80/chamber-1",7,21,"/parliament-80/chamber-1/committee-21","/parliament-80/chamber-1/committee-21.member-7",132
"133","Corbett, Robert J.","PA","Republican","House",2,80,"Standing","168","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,22,"/parliament-80/chamber-1/committee-22","/parliament-80/chamber-1/committee-22.member-7",133
"134","Taylor, Dean P.","NY","Republican","House",0,80,"Standing","170","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,23,"/parliament-80/chamber-1/committee-23","/parliament-80/chamber-1/committee-23.member-7",134
"135","Auchincloss, James C.","NJ","Republican","House",0,80,"Standing","172","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,24,"/parliament-80/chamber-1/committee-24","/parliament-80/chamber-1/committee-24.member-7",135
"136","Herter, Christian A.","OK","Republican","House",0,80,"Standing","176","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,26,"/parliament-80/chamber-1/committee-26","/parliament-80/chamber-1/committee-26.member-7",136
"137","Rankin, John E.","MS","Democratic","House",0,80,"Standing","188","Only",1947-01-16,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,32,"/parliament-80/chamber-1/committee-32","/parliament-80/chamber-1/committee-32.member-7",137
"138","Meade, W. Howes","KY","Republican","House",0,80,"Standing","192","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,33,"/parliament-80/chamber-1/committee-33","/parliament-80/chamber-1/committee-33.member-7",138
"139","Kean, Robert W.","NJ","Republican","House",0,80,"Standing","196","Only",1947-01-07,1949-01-03,"/parliament-80","/parliament-80/chamber-1",7,34,"/parliament-80/chamber-1/committee-34","/parliament-80/chamber-1/committee-34.member-7",139
"140","Hill, William S.","CO","Republican","House",0,80,"Standing","102","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,1,"/parliament-80/chamber-1/committee-1","/parliament-80/chamber-1/committee-1.member-8",140
"141","Keefe, Frank B.","WI","Republican","House",0,80,"Standing","104","Only",1947-01-07,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,2,"/parliament-80/chamber-1/committee-2","/parliament-80/chamber-1/committee-2.member-8",141
"142","Shafer, Paul W.","MI","Republican","House",0,80,"Standing","106","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,3,"/parliament-80/chamber-1/committee-3","/parliament-80/chamber-1/committee-3.member-8",142
"143","Kilburn, Clarence E.","NY","Republican","House",0,80,"Standing","111","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,4,"/parliament-80/chamber-1/committee-4","/parliament-80/chamber-1/committee-4.member-8",143
"144","Auchincloss, James C.","NJ","Republican","House",0,80,"Standing","120","2nd",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,8,"/parliament-80/chamber-1/committee-8","/parliament-80/chamber-1/committee-8.member-8",144
"145","Buck, Ellsworth B.","NY","Republican","House",0,80,"Standing","124","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,9,"/parliament-80/chamber-1/committee-9","/parliament-80/chamber-1/committee-9.member-8",145
"146","Brown, Clarence J.","OH","Republican","House",0,80,"Standing","126","1st",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,10,"/parliament-80/chamber-1/committee-10","/parliament-80/chamber-1/committee-10.member-8",146
"147","Smith, Lawrence H.","WI","Republican","House",0,80,"Standing","132","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,12,"/parliament-80/chamber-1/committee-12","/parliament-80/chamber-1/committee-12.member-8",147
"148","Corbett, Robert J.","PA","Republican","House",2,80,"Standing","142","1st",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,15,"/parliament-80/chamber-1/committee-15","/parliament-80/chamber-1/committee-15.member-8",148
"149","Ellsworth, M. Harris","OR","Republican","House",0,80,"Standing","152","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,19,"/parliament-80/chamber-1/committee-19","/parliament-80/chamber-1/committee-19.member-8",149
"150","Lewis, Earl R.","OH","Republican","House",2,80,"Standing","156","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,20,"/parliament-80/chamber-1/committee-20","/parliament-80/chamber-1/committee-20.member-8",150
"151","Tollefson, Thor C.","WA","Republican","House",0,80,"Standing","160","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,21,"/parliament-80/chamber-1/committee-21","/parliament-80/chamber-1/committee-21.member-8",151
"152","Scoblick, James P.","PA","Republican","House",0,80,"Standing","168","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,22,"/parliament-80/chamber-1/committee-22","/parliament-80/chamber-1/committee-22.member-8",152
"153","LeFevre, Jay","NY","Republican","House",0,80,"Standing","170","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,23,"/parliament-80/chamber-1/committee-23","/parliament-80/chamber-1/committee-23.member-8",153
"154","Beall, J. Glenn","MD","Republican","House",0,80,"Standing","172","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,24,"/parliament-80/chamber-1/committee-24","/parliament-80/chamber-1/committee-24.member-8",154
"155","Rich, Robert F.","PA","Republican","House",2,80,"Standing","176","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,26,"/parliament-80/chamber-1/committee-26","/parliament-80/chamber-1/committee-26.member-8",155
"156","Peterson, J. Hardin","FL","Democratic","House",0,80,"Standing","188","Only",1947-01-16,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,32,"/parliament-80/chamber-1/committee-32","/parliament-80/chamber-1/committee-32.member-8",156
"157","Vail, Richard B.","IL","Republican","House",1,80,"Standing","192","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",8,33,"/parliament-80/chamber-1/committee-33","/parliament-80/chamber-1/committee-33.member-8",157
"158","Gifford, Charles L.","NJ","Republican","House",0,80,"Standing","196","Only",1947-01-07,1947-08-23,"/parliament-80","/parliament-80/chamber-1",8,34,"/parliament-80/chamber-1/committee-34","/parliament-80/chamber-1/committee-34.member-8",158
"159","Hoeven, Charles B.","IA","Republican","House",0,80,"Standing","102","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,1,"/parliament-80/chamber-1/committee-1","/parliament-80/chamber-1/committee-1.member-9",159
"160","Johnson, Noble J.","IN","Republican","House",2,80,"Standing","104","Only",1947-01-07,1948-06-19,"/parliament-80","/parliament-80/chamber-1",9,2,"/parliament-80/chamber-1/committee-2","/parliament-80/chamber-1/committee-2.member-9",160
"161","Hess, William E.","OH","Republican","House",2,80,"Standing","106","2nd",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,3,"/parliament-80/chamber-1/committee-3","/parliament-80/chamber-1/committee-3.member-9",161
"162","Buffett, Howard H.","NE","Republican","House",1,80,"Standing","111","1st",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,4,"/parliament-80/chamber-1/committee-4","/parliament-80/chamber-1/committee-4.member-9",162
"163","McDowell, John R.","PA","Republican","House",2,80,"Standing","120","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,8,"/parliament-80/chamber-1/committee-8","/parliament-80/chamber-1/committee-8.member-9",163
"164","Brehm, Walter E.","OH","Republican","House",0,80,"Standing","124","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,9,"/parliament-80/chamber-1/committee-9","/parliament-80/chamber-1/committee-9.member-9",164
"165","Rizley, Ross","OK","Republican","House",0,80,"Standing","126","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,10,"/parliament-80/chamber-1/committee-10","/parliament-80/chamber-1/committee-10.member-9",165
"166","Merrow, Chester E.","WI","Republican","House",0,80,"Standing","132","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,12,"/parliament-80/chamber-1/committee-12","/parliament-80/chamber-1/committee-12.member-9",166
"167","Busbey, Fred E.","IL","Republican","House",2,80,"Standing","142","Only",1947-01-14,1947-12-18,"/parliament-80","/parliament-80/chamber-1",9,15,"/parliament-80/chamber-1/committee-15","/parliament-80/chamber-1/committee-15.member-9",167
"168","Bennett, Marion T.","MO","Republican","House",0,80,"Standing","152","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,19,"/parliament-80/chamber-1/committee-19","/parliament-80/chamber-1/committee-19.member-9",168
"169","Jennings, John Jr.","TN","Republican","House",0,80,"Standing","156","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,20,"/parliament-80/chamber-1/committee-20","/parliament-80/chamber-1/committee-20.member-9",169
"170","Burke, Raymond H.","OH","Republican","House",0,80,"Standing","160","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,21,"/parliament-80/chamber-1/committee-21","/parliament-80/chamber-1/committee-21.member-9",170
"171","Twyman, Robert J.","IL","Republican","House",0,80,"Standing","168","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,22,"/parliament-80/chamber-1/committee-22","/parliament-80/chamber-1/committee-22.member-9",171
"172","Miller, Arthur L.","NE","Republican","House",0,80,"Standing","170","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,23,"/parliament-80/chamber-1/committee-23","/parliament-80/chamber-1/committee-23.member-9",172
"173","Arnold, Samuel W.","MO","Republican","House",0,80,"Standing","172","Only",1947-01-14,1947-07-23,"/parliament-80","/parliament-80/chamber-1",9,24,"/parliament-80/chamber-1/committee-24","/parliament-80/chamber-1/committee-24.member-9",173
"174","Sabath, Adolph J.","IL","Democratic","House",0,80,"Standing","176","Only",1947-01-09,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,26,"/parliament-80/chamber-1/committee-26","/parliament-80/chamber-1/committee-26.member-9",174
"175","Bonner, Herbert C.","NC","Democratic","House",0,80,"Standing","188","Only",1947-01-16,1947-11-17,"/parliament-80","/parliament-80/chamber-1",9,32,"/parliament-80/chamber-1/committee-32","/parliament-80/chamber-1/committee-32.member-9",175
"176","Meyer, Herbert A.","KS","Republican","House",0,80,"Standing","192","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,33,"/parliament-80/chamber-1/committee-33","/parliament-80/chamber-1/committee-33.member-9",176
"177","Curtis, Carl T.","NE","Republican","House",0,80,"Standing","196","Only",1947-01-07,1949-01-03,"/parliament-80","/parliament-80/chamber-1",9,34,"/parliament-80/chamber-1/committee-34","/parliament-80/chamber-1/committee-34.member-9",177
"178","Simpson, Sidney E.","IL","Republican","House",0,80,"Standing","102","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",10,1,"/parliament-80/chamber-1/committee-1","/parliament-80/chamber-1/committee-1.member-10",178
"179","Jones, Robert F.","OH","Republican","House",0,80,"Standing","104","Only",1947-01-07,1947-07-23,"/parliament-80","/parliament-80/chamber-1",10,2,"/parliament-80/chamber-1/committee-2","/parliament-80/chamber-1/committee-2.member-10",179
"180","Elston, Charles H.","OH","Republican","House",0,80,"Standing","106","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",10,3,"/parliament-80/chamber-1/committee-3","/parliament-80/chamber-1/committee-3.member-10",180
"181","Cole, Albert M.","KS","Republican","House",0,80,"Standing","111","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",10,4,"/parliament-80/chamber-1/committee-4","/parliament-80/chamber-1/committee-4.member-10",181
"182","Allen, John J. Jr.","CA","Republican","House",0,80,"Standing","120","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",10,8,"/parliament-80/chamber-1/committee-8","/parliament-80/chamber-1/committee-8.member-10",182
"183","Smith, Wint","KS","Republican","House",0,80,"Standing","124","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",10,9,"/parliament-80/chamber-1/committee-9","/parliament-80/chamber-1/committee-9.member-10",183
"184","Chenoweth, J. Edgar","CO","Republican","House",1,80,"Standing","126","Only",1947-01-14,1949-01-03,"/parliament-80","/parliament-80/chamber-1",10,10,"/parliament-80/chamber-1/committee-10","/parliament-80/chamber-1/committee-10.member-10",184
